date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:40	19579/19579	---M--	200	added ('OK')	image/png	etag:%2262da83bf-4c7b%22	https://www.blockchainfirm.io/img/done.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/done.png	(from https://www.blockchainfirm.io/)
10:44:40	42792/42792	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262da83bf-a728%22	https://www.blockchainfirm.io/js/owl.carousel.min.js	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/js/owl.carousel.min.js	(from https://www.blockchainfirm.io/)
10:44:40	691/691	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-2b3%22	https://www.blockchainfirm.io/img/active-rightarrow.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/active-rightarrow.svg	(from https://www.blockchainfirm.io/)
10:44:41	38668/38668	---MC-	200	added ('OK')	text/html	date:Mon,%2025%20Jul%202022%2014:36:33%20GMT	https://www.blockchainfirm.io/privacy-policy	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/privacy-policy.html	(from https://www.blockchainfirm.io/)
10:44:41	2622/2622	---M--	200	added ('OK')	image/png	etag:%2262da83bf-a3e%22	https://www.blockchainfirm.io/img/copyright/_dmca_premi_badge_4.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/copyright/_dmca_premi_badge_4.png	(from https://www.blockchainfirm.io/)
10:44:41	2565/2565	---M--	200	added ('OK')	image/png	etag:%2262da83bf-a05%22	https://www.blockchainfirm.io/img/copyright/copyscape-banner-white-110x36.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/copyright/copyscape-banner-white-110x36.png	(from https://www.blockchainfirm.io/)
10:44:42	921/921	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-399%22	https://www.blockchainfirm.io/img/social-media/Page-2.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/social-media/Page-2.svg	(from https://www.blockchainfirm.io/)
10:44:42	684/684	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-2ac%22	https://www.blockchainfirm.io/img/social-media/Page-1.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/social-media/Page-1.svg	(from https://www.blockchainfirm.io/)
10:44:43	15351/15351	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202022%2005:46:15%20GMT	https://rawgit.com/kottenator/jquery-circle-progress/1.2.1/dist/circle-progress.js	C:/My%20Web%20Sites/webi/rawgit.com/kottenator/jquery-circle-progress/1.2.1/dist/circle-progress.js	(from https://www.blockchainfirm.io/)
10:44:43	474/474	---M--	200	added ('OK')	application/javascript	etag:%2262da83bf-1da%22	https://www.blockchainfirm.io/js/faq.js	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/js/faq.js	(from https://www.blockchainfirm.io/)
10:44:43	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/My%20Web%20Sites/webi/unpkg.com/aos@2.3.1/dist/aos.js	(from https://www.blockchainfirm.io/)
10:44:44	839/839	---M--	200	added ('OK')	application/javascript	etag:%2262da83bf-347%22	https://www.blockchainfirm.io/js/recaptcha.api.js	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/js/recaptcha.api.js	(from https://www.blockchainfirm.io/)
10:44:45	40732/40732	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f26-9f1c%22	https://cdnjs.cloudflare.com/ajax/libs/moment.js/2.11.1/moment.min.js	C:/My%20Web%20Sites/webi/cdnjs.cloudflare.com/ajax/libs/moment.js/2.11.1/moment.min.js	(from https://www.blockchainfirm.io/)
10:44:45	184405/184405	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03f26-2d055%22	https://cdnjs.cloudflare.com/ajax/libs/moment-timezone/0.5.3/moment-timezone-with-data.min.js	C:/My%20Web%20Sites/webi/cdnjs.cloudflare.com/ajax/libs/moment-timezone/0.5.3/moment-timezone-with-data.min.js	(from https://www.blockchainfirm.io/)
10:44:46	21153/21153	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262da83bf-52a1%22	https://www.blockchainfirm.io/js/timezone.js	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/js/timezone.js	(from https://www.blockchainfirm.io/)
10:44:46	252805/252805	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-3db85%22	https://www.blockchainfirm.io/img/bg.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/bg.jpg	(from https://www.blockchainfirm.io/css/home.css)
10:44:46	149/149	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-95%22	https://www.blockchainfirm.io/img/grid-bg.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/grid-bg.svg	(from https://www.blockchainfirm.io/css/home.css)
10:44:47	525/525	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-20d%22	https://www.blockchainfirm.io/img/accordion-arrowup.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/accordion-arrowup.svg	(from https://www.blockchainfirm.io/css/home.css)
10:44:47	622/622	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-26e%22	https://www.blockchainfirm.io/img/accordion-arrow.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/accordion-arrow.svg	(from https://www.blockchainfirm.io/css/home.css)
10:44:47	11674/11674	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-2d9a%22	https://www.blockchainfirm.io/img/contact-bg/bg-3.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/contact-bg/bg-3.svg	(from https://www.blockchainfirm.io/css/home.css)
10:44:47	51035/51035	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Jul%202022%2005:46:19%20GMT	https://www.blockchainfirm.io/css/owl.video.play.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/css/owl.video.play.png	(from https://www.blockchainfirm.io/css/owl.carousel.min.css)
10:44:48	2701/2701	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-a8d%22	https://www.blockchainfirm.io/img/arrow-about.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/arrow-about.svg	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:50	12156/12156	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-2f7c%22	https://www.blockchainfirm.io/img/about-us/about-bg.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us/about-bg.svg	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:52	4530/4530	---M--	200	added ('OK')	image/png	date:Mon,%2019%20Sep%202016%2018:58:50%20GMT	http://djit.ac/assets/images/news/mark.png	C:/My%20Web%20Sites/webi/djit.ac/assets/images/news/mark.png	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:52	261/261	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-105%22	https://www.blockchainfirm.io/img/chevron-down.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/chevron-down.svg	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:53	13623/13623	---M--	200	added ('OK')	image/gif	etag:%2262da83bf-3537%22	https://www.blockchainfirm.io/img/spinner-1.gif	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/spinner-1.gif	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:54	76469/76469	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-12ab5%22	https://www.blockchainfirm.io/img/dotted-circle.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/dotted-circle.svg	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:54	582/582	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-246%22	https://www.blockchainfirm.io/img/left-arrow.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/left-arrow.svg	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:54	568/568	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-238%22	https://www.blockchainfirm.io/img/right-arrow.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/right-arrow.svg	(from https://www.blockchainfirm.io/css/style-dist.css)
10:44:55	146/146	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-92%22	https://www.blockchainfirm.io/img/about-us/about-grid.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us/about-grid.svg	(from https://www.blockchainfirm.io/css/about.css)
10:44:55	149/149	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-95%22	https://www.blockchainfirm.io/img/about-us/bg-tile-dark.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us/bg-tile-dark.svg	(from https://www.blockchainfirm.io/css/about.css)
10:44:56	51035/51035	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2026%20Jul%202022%2005:46:27%20GMT	https://www.blockchainfirm.io/img/slider.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/slider.png	(from https://www.blockchainfirm.io/css/about.css)
10:44:57	1287688/1287688	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-13a608%22	https://www.blockchainfirm.io/img/about-us-new/5.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/5.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:44:58	1468052/1468052	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-166694%22	https://www.blockchainfirm.io/img/about-us-new/8.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/8.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:45:00	4060114/4060114	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-3df3d2%22	https://www.blockchainfirm.io/img/about-us-new/4.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/4.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:45:03	1518486/1518486	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-172b96%22	https://www.blockchainfirm.io/img/about-us-new/9.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/9.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:45:03	2895200/2895200	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-2c2d60%22	https://www.blockchainfirm.io/img/about-us-new/6.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/6.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:45:03	1431136/1431136	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-15d660%22	https://www.blockchainfirm.io/img/about-us-new/2.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/2.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:45:04	1269/1269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-4f5%22	https://www.blockchainfirm.io/img/develop-app/arrow.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/develop-app/arrow.svg	(from https://www.blockchainfirm.io/css/devlop-approach.css)
10:45:04	1871037/1871037	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-1c8cbd%22	https://www.blockchainfirm.io/img/about-us-new/3.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/3.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:45:04	883/883	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-373%22	https://www.blockchainfirm.io/img/about-us/quotes.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us/quotes.svg	(from https://www.blockchainfirm.io/about-us)
10:45:05	465150/465150	---M--	200	added ('OK')	image/png	etag:%2262da83bf-718fe%22	https://www.blockchainfirm.io/img/about-us-new/1.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/1.png	(from https://www.blockchainfirm.io/about-us)
10:45:05	7015/7015	---M--	200	added ('OK')	image/png	etag:%2262da83bf-1b67%22	https://www.blockchainfirm.io/img/awards/award-2.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/awards/award-2.png	(from https://www.blockchainfirm.io/about-us)
10:45:05	1173650/1173650	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-11e892%22	https://www.blockchainfirm.io/img/about-us-new/7.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/about-us-new/7.jpg	(from https://www.blockchainfirm.io/css/about.css)
10:45:05	40100/40100	---M--	200	added ('OK')	image/png	etag:%2262da83bf-9ca4%22	https://www.blockchainfirm.io/img/awards/award-4.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/awards/award-4.png	(from https://www.blockchainfirm.io/about-us)
10:45:05	27635/27635	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-6bf3%22	https://www.blockchainfirm.io/img/awards/list-blockchain-technology-companies.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/awards/list-blockchain-technology-companies.svg	(from https://www.blockchainfirm.io/about-us)
10:45:05	3475/3475	---M--	200	added ('OK')	image/png	etag:%2262da83bf-d93%22	https://www.blockchainfirm.io/img/awards/award-5.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/awards/award-5.png	(from https://www.blockchainfirm.io/about-us)
10:45:06	6925/6925	---M--	200	added ('OK')	image/png	etag:%2262da83bf-1b0d%22	https://www.blockchainfirm.io/img/awards/award-1.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/awards/award-1.png	(from https://www.blockchainfirm.io/about-us)
10:45:06	5716/5716	---M--	200	added ('OK')	image/png	etag:%2262da83bf-1654%22	https://www.blockchainfirm.io/img/awards/award-3.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/awards/award-3.png	(from https://www.blockchainfirm.io/about-us)
10:45:06	17848/17848	---MCZ	200	added ('OK')	text/css	etag:W/%2262da83bf-45b8%22	https://www.blockchainfirm.io/css/nft-market.css	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/css/nft-market.css	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:07	7928/7928	---MCZ	200	added ('OK')	text/css	etag:W/%2262da83bf-1ef8%22	https://www.blockchainfirm.io/css/nft-circle-animation.css	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/css/nft-circle-animation.css	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:07	31342/31342	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-7a6e%22	https://www.blockchainfirm.io/img/nft/nft-marketplace-01.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/nft-marketplace-01.jpg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:07	1796/1796	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-704%22	https://www.blockchainfirm.io/img/nft/art.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/art.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:07	1198/1198	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-4ae%22	https://www.blockchainfirm.io/img/nft/music.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/music.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:08	1245/1245	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-4dd%22	https://www.blockchainfirm.io/img/nft/game.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/game.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:08	1735/1735	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-6c7%22	https://www.blockchainfirm.io/img/nft/digital-collectibles.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/digital-collectibles.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:08	518/518	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-206%22	https://www.blockchainfirm.io/img/nft/real-estate.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/real-estate.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:08	1798/1798	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-706%22	https://www.blockchainfirm.io/img/nft/sports.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/sports.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:09	1241/1241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-4d9%22	https://www.blockchainfirm.io/img/nft/metaverse.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/metaverse.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:09	4722/4722	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-1272%22	https://www.blockchainfirm.io/img/nft/investment.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/investment.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:09	4636/4636	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-121c%22	https://www.blockchainfirm.io/img/nft/customer.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/customer.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:09	8231/8231	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-2027%22	https://www.blockchainfirm.io/img/nft/business.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/business.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:10	6282/6282	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-188a%22	https://www.blockchainfirm.io/img/nft/security-1.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/security-1.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:10	5398/5398	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-1516%22	https://www.blockchainfirm.io/img/nft/transactions.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/transactions.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:10	784/784	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-310%22	https://www.blockchainfirm.io/img/services/service-web/gradient-circle.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/services/service-web/gradient-circle.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:11	363362/363362	---M--	200	added ('OK')	image/png	etag:%2262da83bf-58b62%22	https://www.blockchainfirm.io/img/services/service-web/nft.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/services/service-web/nft.png	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:11	2241/2241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-8c1%22	https://www.blockchainfirm.io/img/nft/UI%20&%20UX.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/UI%20&%20UX.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:11	1268/1268	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-4f4%22	https://www.blockchainfirm.io/img/nft/Peer-to-Peer%20Exchange%20Platform.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/Peer-to-Peer%20Exchange%20Platform.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:11	1060/1060	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-424%22	https://www.blockchainfirm.io/img/nft/Security.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/nft/Security.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:12	547/547	---M--	200	added ('OK')	image/svg+xml	etag:%2262da83bf-223%22	https://www.blockchainfirm.io/img/Development%20Approach/Analysis.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/Development%20Approach/Analysis.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:12	1181/1181	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-49d%22	https://www.blockchainfirm.io/img/Development%20Approach/Cost%20Estimation.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/Development%20Approach/Cost%20Estimation.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:13	1774/1774	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-6ee%22	https://www.blockchainfirm.io/img/Development%20Approach/Design%20&%20Development.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/Development%20Approach/Design%20&%20Development.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:13	1082/1082	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-43a%22	https://www.blockchainfirm.io/img/Development%20Approach/Wallet%20Integration.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/Development%20Approach/Wallet%20Integration.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:13	1439/1439	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-59f%22	https://www.blockchainfirm.io/img/Development%20Approach/Testing.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/Development%20Approach/Testing.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:13	1415/1415	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-587%22	https://www.blockchainfirm.io/img/Development%20Approach/Launch.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/Development%20Approach/Launch.svg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:14	26663/26663	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-6827%22	https://www.blockchainfirm.io/img/blog-nft.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/blog-nft.jpg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:15	85273/85273	---M--	200	added ('OK')	image/png	etag:%2260717d38-14d19%22	https://blog.blockchainfirm.io/wp-content/uploads/2021/04/ntfs-2-1024x575.png	C:/My%20Web%20Sites/webi/blog.blockchainfirm.io/wp-content/uploads/2021/04/ntfs-2-1024x575.png	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:16	1965/1965	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262da83bf-7ad%22	https://www.blockchainfirm.io/js/circle-animation.js	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/js/circle-animation.js	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:17	130874/130874	---M--	200	added ('OK')	image/jpeg	etag:%2261e6b31a-1ff3a%22	https://blog.blockchainfirm.io/wp-content/uploads/2022/01/Artboard-2-copy-100.jpg	C:/My%20Web%20Sites/webi/blog.blockchainfirm.io/wp-content/uploads/2022/01/Artboard-2-copy-100.jpg	(from https://www.blockchainfirm.io/nft-marketplace-development)
10:45:17	14546/14546	---MCZ	200	added ('OK')	text/css	etag:W/%2262da83bf-38d2%22	https://www.blockchainfirm.io/css/crypto-exchange-new.css	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/css/crypto-exchange-new.css	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:17	36437/36437	---M--	200	added ('OK')	image/jpeg	etag:%2262da83bf-8e55%22	https://www.blockchainfirm.io/img/crypto-exchange/crypto-exchange-1.jpg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/crypto-exchange-1.jpg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:18	2871/2871	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-b37%22	https://www.blockchainfirm.io/img/crypto-exchange/peer-to-peer-exchange.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/peer-to-peer-exchange.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:18	3546/3546	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-dda%22	https://www.blockchainfirm.io/img/crypto-exchange/centralized-crypto-exchange.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/centralized-crypto-exchange.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:18	2000/2000	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-7d0%22	https://www.blockchainfirm.io/img/crypto-exchange/decentralized-exchange.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/decentralized-exchange.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:18	2816/2816	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-b00%22	https://www.blockchainfirm.io/img/crypto-exchange/counter-exchange-development.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/counter-exchange-development.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:19	4370/4370	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-1112%22	https://www.blockchainfirm.io/img/crypto-exchange/withdrawl-fees.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/withdrawl-fees.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:19	18587/18587	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-489b%22	https://www.blockchainfirm.io/img/crypto-exchange/trading-commision.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/trading-commision.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:19	11095/11095	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-2b57%22	https://www.blockchainfirm.io/img/crypto-exchange/listing-fees.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/listing-fees.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:19	13204/13204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-3394%22	https://www.blockchainfirm.io/img/crypto-exchange/market-making.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/market-making.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:20	14683/14683	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-395b%22	https://www.blockchainfirm.io/img/crypto-exchange/fund-collection.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/fund-collection.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:20	267587/267587	---M--	200	added ('OK')	image/png	etag:%2262da83bf-41543%22	https://www.blockchainfirm.io/img/services/service-web/exchange.png	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/services/service-web/exchange.png	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:20	2241/2241	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-8c1%22	https://www.blockchainfirm.io/img/crypto-exchange/ui-ux.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/ui-ux.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
10:45:20	2451/2451	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262da83bf-993%22	https://www.blockchainfirm.io/img/crypto-exchange/matching-engine.svg	C:/My%20Web%20Sites/webi/www.blockchainfirm.io/img/crypto-exchange/matching-engine.svg	(from https://www.blockchainfirm.io/blockchain-exchange-development-company)
